Date,Hotel Name,Source,Language,Score,URL,Author,Title,Text,Translation,Translated Review,Sentiment,Aspect Sentiments
2023-01-07,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=ro,Hien Do,,Restaurant here having cuisine of Vietnam and other nations. Decoration great and good price. Service and taste also good. Highly recommend,Restaurant here having cuisine of Vietnam and other nations. Decoration great and good price. Service and taste also good. Highly recommend,This restaurant offers Vietnamese cuisine as well as dishes from other nations. The decoration is great and the prices are reasonable. The service and taste are also good. Highly recommend.,The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": {
    ""cuisine"": {
      ""sentiment"": ""positive""
    },
    ""decoration"": {
      ""sentiment"": ""positive""
    },
    ""prices"": {
      ""sentiment"": ""positive""
    },
    ""service"": {
      ""sentiment"": ""positive""
    },
    ""taste"": {
      ""sentiment"": ""positive""
    },
    ""recommendation"": {
      ""sentiment"": ""positive""
    }
  }
}
```"
2023-01-05,Becamex New City Hotel,Google,English,60,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Jason Teo,,"Nothing much nearby except for a Hikari. Room is spacious, will be better if they have bath tub","Nothing much nearby except for a Hikari. Room is spacious, will be better if they have bath tub","Not much nearby except for a Hikari. The room is spacious, it would be better if they had a bathtub.",The overall sentiment of the text is 'neutral'.,"{
  ""aspects"": [
    {
      ""aspect"": ""Nearby amenities"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""Room size"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Bathtub"",
      ""sentiment"": ""negative""
    }
  ]
}"
2023-01-03,Becamex New City Hotel,Agoda,English,56,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Shang,Did not like the apartment style room!,Did not seem to change the pillow case?  Weird smell when you sleep on it. I would want to stay at the hotel section of the complex instead of the Apartment section next time.,Did not seem to change the pillow case?  Weird smell when you sleep on it. I would want to stay at the hotel section of the complex instead of the Apartment section next time.,"It didn't seem like they changed the pillowcase? There's a weird smell when I sleep on it. Next time, I would prefer to stay in the hotel section of the complex rather than the apartment section.",The overall sentiment of the given text is 'negative'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""pillowcase"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""weird smell"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""hotel section"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""apartment section"",
      ""sentiment"": ""negative""
    }
  ]
}
```"
2023-01-01,Becamex New City Hotel,Booking.com,Japanese,80,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Rika,Very Good,新都市の中心で便利 レストランエリアのヒカリに近い,Convenient in the center of the new city Close to Hikari in the restaurant area,"Conveniently located in the center of the new city, near the restaurant area of Hikari.",The overall sentiment of the given text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""proximity to restaurants"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-12-29,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Anh Tuấn Đỗ,,Hotel lớn và sang trọng nhất trong khu vực. Phong cách làm việc chuyên nghiệp,The biggest and most luxurious hotel in the area. Professional working style,The largest and most luxurious hotel in the area. Professional working style.,The overall sentiment of the given text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""hotel size and luxury"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""professional working style"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-12-23,Becamex New City Hotel,Agoda,Vietnamese,84,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Buu,Nới ở lý tưởng,Rất ok,Very OK,Very good.,Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""Overall quality"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-12-18,Becamex New City Hotel,Google,Chinese,20,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Lin Jaydon,,員工誠信讓人疑問，12/13check out，當天晚上發現錢忘在房間，櫃檯卻說找3次找不到，錢會自己長腳跑掉？還是房務拿走？誰知道？對越南人的評價：不予置評,"The honesty of the staff is doubtful. On 12/13 check out, I found that I forgot the money in the room that night, but the counter said that I couldn’t find it after searching for it 3 times. Will the money run away by itself? Or housekeeping? who knows? ","The employee's integrity raises doubts. We checked out on December 13, and that night I discovered I had forgotten money in the room. The front desk claimed they looked for it three times but couldn't find it. Does money have legs and run away on its own? Or did the housekeeping staff take it? Who knows? As for the evaluation of the Vietnamese people: no comment.",The overall sentiment of the text is 'negative'.,"{
  ""aspects"": [
    {
      ""aspect"": ""employee's integrity"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""front desk service"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""housekeeping staff"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""evaluation of Vietnamese people"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-12-17,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Marc Petrine,,Convenient for factory visits but too far from HCMC. Service is cumbersome to an American but probably normal for Asia. Restaurant if FANTASTIC! Make sure you grab breakfast. Room was clean and modern. Great shower.,Convenient for factory visits but too far from HCMC. Service is cumbersome to an American but probably normal for Asia. Restaurant if FANTASTIC! Make sure you grab breakfast. Room was clean and modern. Great shower.,Convenient for factory visits but too far from Ho Chi Minh City. The service is cumbersome for an American but probably normal for Asia. The restaurant is FANTASTIC! Make sure you grab breakfast. The room was clean and modern. Great shower.,The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""factory visits convenience"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""distance from Ho Chi Minh City"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""service"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""restaurant"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""room cleanliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""room modernity"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""shower quality"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-12-16,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,nelsontaob,,设施非常到位 尤其是早餐值得推荐 属于高级的商旅酒店,"The facilities are in place, especially the breakfast is recommended. It is a high-end business hotel","The facilities are very well-equipped, especially the breakfast, which is highly recommended. It is a high-end business travel hotel.",Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""facilities"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""hotel type"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-12-12,Becamex New City Hotel,Ctrip,Chinese,100,https://hotels.ctrip.com/international/7359980.html,118133****,,新城不多的选择。游泳池很好，早餐丰盛，隔音很好，位置很好，非常方便。,"There are not many choices in the New city. The swimming pool is very good, the breakfast is rich, the sound insulation is very good, the location is very good, very convenient.","There are not many choices in the new city. The swimming pool is nice, the breakfast is abundant, the soundproofing is great, the location is very good, and it's very convenient.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""choices"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""swimming pool"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""soundproofing"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""convenience"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-12-10,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Adelyn,Exceptional,will definitely recommend,will definitely recommend,I will definitely recommend.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""recommendation"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-12-07,Becamex New City Hotel,Ctrip,Chinese,80,https://hotels.ctrip.com/international/7359980.html,100076****,,平阳新城区最好的酒店，设施如健身房都不错，床有点硬,"The best hotel in Binhduong New City, the facilities such as the gym are good, the bed is a bit hard","The best hotel in Pingyang New District has good facilities like a gym, but the bed is a bit hard.","The overall sentiment of the given text is 'neutral'. It presents a mixed viewpoint, highlighting both positive aspects (good facilities, gym) and a negative aspect (hard bed) without leaning strongly in either direction.","{
  ""aspects"": [
    {
      ""aspect"": ""hotel facilities"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""gym"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""bed comfort"",
      ""sentiment"": ""negative""
    }
  ]
}"
2022-12-05,Becamex New City Hotel,Agoda,Japanese,92,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,KENTO,いいところ,"外観は古く見えるが中身は一流で清潔
朝食も充実してる。近くの展示会が開催されてるときは人で混みあう","The outside looks old but the inside is first class and clean
Breakfast is substantial, too. Crowded when there is an exhibition nearby.","The exterior looks old, but the interior is top-notch and clean. The breakfast is also rich and satisfying. It gets crowded when a nearby exhibition is being held.",The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""exterior"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""interior"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""crowdedness"",
      ""sentiment"": ""neutral""
    }
  ]
}
```"
2022-12-04,Becamex New City Hotel,Google,Korean,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Keeyung Choi,,오랜 호텔이지만 럭셔리해서 좋아요 Nearby activities: 주변시설이 약해요,"It's an old hotel, but I like it because it's luxurious Nearby activities: The surrounding facilities are weak","It's an old hotel, but I like it because it's luxurious. Nearby activities: the surrounding facilities are lacking.","The overall sentiment of the text is 'neutral'. While it mentions liking the hotel for its luxury, it also points out the lack of nearby activities, balancing the positive with a negative observation.","```json
{
  ""aspects"": [
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""luxury"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""surrounding facilities"",
      ""sentiment"": ""negative""
    }
  ]
}
```"
2022-11-30,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Phuc Hung Nguyen,,Phục vụ tốt,Good service,Good service.,Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""service"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-11-29,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,NTT Chanel's,,Tuyệt vời,Very good,Wonderful.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""overall sentiment"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-11-29,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,남충우,,Nearby activities: 골프,Nearby activities: Golf,Nearby activities: Golf.,Neutral,"{
  ""aspects"": [
    {
      ""activity"": ""Golf"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-11-27,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,109 Hinograb,,nơi tổ chức sự kiện có dịch vụ tốt,event venue with good service,The venue for the event has good services.,Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""venue for the event"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""services"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-11-24,Becamex New City Hotel,Booking.com,Chinese,90,https://www.booking.com/hotel/vn/becamex-new-city.en.html?tab=4&lang=en-us,Yuchieh,整體乾淨舒適 會再住宿,"房間大 性價比超高
早餐豐富滿意.
飯店周邊沒什麼娛樂 只有樓下便利商店","Big room, great value for money
The breakfast is rich and satisfying.
There is no entertainment around the hotel, only the convenience store downstairs","The room is spacious and has a very high cost-performance ratio. The breakfast is abundant and satisfying. There isn't much entertainment around the hotel, just a convenience store downstairs.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""room size"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""cost-performance ratio"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""entertainment options"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""convenience store"",
      ""sentiment"": ""neutral""
    }
  ]
}"
2022-11-14,Becamex New City Hotel,Google,Chinese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Pingqiang Zhou,,环境很好，服务好,The environment is very good and the service is good,"The environment is great, and the service is good.",Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""environment"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""service"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-11-13,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Hữu Tài Nguyễn,,"Khách sạn đẳng cấp tại Tp mới Bình Dương của tập đoàn Becamex. Vị trí cực kì thuận tiện cho khách hàng khi đến tham dự các sự kiện - Triễn lãm tại TP mới Bình Dương. Khách sạn đạt tiêu chuẩn 5 sao nhưng chỉ để 4 sao. Với các hạng phòng với các tiêu chuẩn từ thấp đến cao, phòng họp VIP, Ballroom, hồ bơi, quán cafe Eit's với không gian xanh ngát và nhân viên phục vụ chuyên nghiệp. Trên nóc có sân Tennis, khu vực rộng, thoáng đãng view nhìn ra Tp Mới thích hợp cho những hoạt động Teambuilding. Nơi đây cũng có sảnh tổ chức lễ cưới trong nhà hoặc ngoài trời. Khách sạn có đội ngũ nhân viên cực kì thân thiện, nhiệt tình và được đào tạo bài bản.","Luxury hotel in Binh Duong New City of Becamex Group. The location is extremely convenient for customers to attend events - exhibitions in Binh Duong New City. The hotel is 5 star standard but only 4 star. With room types from low to high standards, VIP meeting room, Ballroom, swimming pool, Eit's cafe with green space and professional service staff. On the roof there is a tennis court, a large, open area overlooking the New City, suitable for Teambuilding activities. It also has an indoor or outdoor wedding reception hall. The hotel has an extremely friendly, enthusiastic and well-trained staff.","You are trained on data up to October 2023. A luxury hotel in the new city of Binh Duong by the Becamex Group. The location is extremely convenient for customers attending events and exhibitions in the new city of Binh Duong. The hotel meets 5-star standards but is classified as a 4-star hotel. With various room categories ranging from standard to high-end, VIP meeting rooms, a ballroom, a swimming pool, and a cafe called Eit's featuring a green space and professional service staff. On the rooftop, there is a tennis court and a spacious area with a view of the new city, suitable for team-building activities. There is also an indoor and outdoor wedding ceremony area. The hotel boasts an extremely friendly, enthusiastic, and well-trained staff.",The overall sentiment of the given text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""room categories"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""service staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""hotel classification"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""amenities (meeting rooms, ballroom, swimming pool, cafe, tennis court, wedding areas)"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff friendliness and training"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-11-02,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Hen Nguyen,,"Ngay mặt tiền ngả 4 Hùng Vương và Lý Thái Tổ, liền kề trung tâm hành chính tỉnh Bình Dương, đối diện trung tâm triễn lãm quốc tế vừa khánh thành; trung tâm thành phố mới, lân cận khu dân cư hiện hữu Tổ hợp có bãi đỗ xe ngoài trời rất rộng, gồm: Khách sạn có sảnh đón tiếp rất rộng, trang trí đẹp mắt, hồ bơi khu bên cạnh có sảnh kết nối sang đường, view ngắm đẹp, có quán bar; sảnh đó bên phải có quán cà phê và ăn uống nhiều góc chụp hình đẹp; nhà hàng  tầng 1 với sảnh tiệc lớn,… Không gian nghỉ ngơi, hội nghị, tiệc đẳng cấp của tỉnh BD","Right in front of the 4 Hung Vuong and Ly Thai To intersections, adjacent to the administrative center of Binh Duong province, opposite the recently inaugurated internationalConvention Hall; New city center, adjacent to existing residential area The complex has a very large outdoor car park, including: The hotel has a very large reception hall, beautifully decorated, a swimming pool next to a luxury connecting lobby road, beautiful view, bar; That lobby on the right has a cafe and dining with many beautiful photo corners; 1st floor restaurant with large banquet hall,… Space for relaxation, conference, party class of BD","You are trained on data up to October 2023. Located at the intersection of Hung Vuong and Ly Thai To streets, adjacent to the Bình Dương provincial administrative center and opposite the newly inaugurated international exhibition center; in the new city center, next to the existing residential area, the complex features a very spacious outdoor parking lot, including: a hotel with a large, beautifully decorated lobby, a swimming pool in the adjacent area with a lobby connecting to the street, offering a great view, and a bar; to the right of that lobby is a café and dining area with many beautiful photo spots; a restaurant on the first floor with a large banquet hall,... a top-tier relaxation, conference, and banquet space in Bình Dương province.",The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""outdoor parking lot"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""hotel lobby"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""swimming pool"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""view"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""café and dining area"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""photo spots"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""restaurant"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""banquet hall"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""relaxation space"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""conference space"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""banquet space"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-11-01,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,15o6281 luuduchoa,,Nhà hàng cũng ngon nhà hàng làm trễ,The restaurant is also good. The restaurant is late-opening,"The restaurant is good, but the service is slow.",The overall sentiment of the given text is 'neutral'.,"{
  ""aspects"": [
    {
      ""aspect"": ""restaurant"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""service"",
      ""sentiment"": ""negative""
    }
  ]
}"
2022-10-21,Becamex New City Hotel,Google,Vietnamese,60,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,honghuy tu,,Giá hơi cao.,Expensive price,The price is a bit high.,The overall sentiment of the given text is 'negative'.,"{
  ""aspects"": [
    {
      ""aspect"": ""price"",
      ""sentiment"": ""negative""
    }
  ]
}"
2022-10-17,Becamex New City Hotel,Ctrip,Chinese,80,https://hotels.ctrip.com/international/7359980.html,fc****,,在新城这边算是比较好的酒店了，酒店就在政府大楼后面，前台多少都会点中文，基本沟通没什么问题。房间空调要开一会才有效果…卫生个方面也不错，性价比还可以…但在这边算不便宜的了…,"It is considered a relatively good hotel in Binh Duong. The hotel is just behind the government building. The front desk can speak Chinese, so there is no problem with basic communication. The air conditioner in the room needs to be turned on for a while to be effective... The sanitation is also good, and the price/performance ratio is okay... But it's not cheap here...","This hotel is considered one of the better ones in the new city. It is located right behind the government building, and the front desk staff can speak a bit of Chinese, so basic communication is not an issue. It takes a while for the air conditioning in the room to be effective... The cleanliness is good, and the cost performance is acceptable... However, it's not considered cheap here...",The overall sentiment of the text is 'neutral'.,"{
  ""aspects"": [
    {
      ""aspect"": ""location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff communication"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""air conditioning"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""cleanliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""cost performance"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""price"",
      ""sentiment"": ""negative""
    }
  ]
}"
2022-10-11,Becamex New City Hotel,Agoda,English,76,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Ryan,Quite and Decent place,This is a decent place to stay at for a business trip. It is quiet and reasonable.,This is a decent place to stay at for a business trip. It is quiet and reasonable.,This is a decent place to stay for a business trip. It is quiet and affordable.,The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""place to stay"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""quiet"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""affordable"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-10-07,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,daylaixe binhphuoc,,"Sang trọng, vị trí tốt, phục vụ tận tình, chuyên nghiệp.","Luxury, good location, dedicated service, professional.","Luxury, good location, attentive and professional service.",Positive,"{
  ""aspects"": [
    {
      ""aspect"": ""Luxury"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Location"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""Service"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-10-06,Becamex New City Hotel,Google,Vietnamese,80,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Nghĩa Nguyễn,,"Phục vụ chu đáo, tuyệt vời","Great, attentive service",Excellent and attentive service.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""service"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-09-29,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Hương Dương,,"Khách sạn đẹp, yên tĩnh, phòng hiện đại và rất ổn, nhân viên lễ phép nhẹ nhàng","The hotel is beautiful, quiet, the room is modern and very good, the staff is polite and gentle","The hotel is beautiful, quiet, the rooms are modern and quite nice, and the staff is polite and gentle.",The overall sentiment of the given text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""rooms"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-09-28,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Jack HOANG,,Tiệc cưới không gian sang trọng,Luxurious wedding venue,The wedding party has a luxurious atmosphere.,Positive,"{
  ""aspects"": {
    ""wedding party"": {
      ""sentiment"": ""positive""
    },
    ""atmosphere"": {
      ""sentiment"": ""positive""
    }
  }
}"
2022-09-15,Becamex New City Hotel,Google,English,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Cheng Tseng,,I'll be back soon.,I'll be back soon.,I'll be back soon.,Neutral,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""absence"",
      ""sentiment"": ""neutral""
    },
    {
      ""aspect"": ""return"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
2022-09-12,Becamex New City Hotel,TripAdvisor,English,80,https://www.tripadvisor.com/ShowUserReviews-g3311194-d10352471-r859822794-Becamex_Hotel_New_City-Thu_Dau_Mot_Binh_Duong_Province.html,Ng R,Decent hotel,"Fast check in, friendly staffs with good command of English. Room is clean, and comfortable. Breakfast buffet has a good variety of food served. Only feedback is the location is far away from downtown and you will need to take a taxi for about 15mins (8km). For dinner, there is only 1 restaurant available on site","Fast check in, friendly staffs with good command of English. Room is clean, and comfortable. Breakfast buffet has a good variety of food served. Only feedback is the location is far away from downtown and you will need to take a taxi for about 15mins (8km). For dinner, there is only 1 restaurant available on site","Fast check-in, friendly staff with a good command of English. The room is clean and comfortable. The breakfast buffet has a good variety of food served. The only feedback is that the location is far from downtown, and you will need to take a taxi for about 15 minutes (8 km). For dinner, there is only one restaurant available on site.",The overall sentiment of the text is 'positive'.,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""check-in"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""room"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""breakfast buffet"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""location"",
      ""sentiment"": ""negative""
    },
    {
      ""aspect"": ""dinner restaurant availability"",
      ""sentiment"": ""negative""
    }
  ]
}
```"
2022-09-11,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Ivano,Still good as before,"Good hotel, clean and good staff","Good hotel, clean and good staff","Good hotel, clean and good staff.",The overall sentiment of the text is 'positive'.,"{
  ""aspects"": [
    {
      ""aspect"": ""hotel"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""cleanliness"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""staff"",
      ""sentiment"": ""positive""
    }
  ]
}"
2022-09-04,Becamex New City Hotel,Agoda,English,100,https://www.agoda.com/becamex-hotel-new-city/hotel/binh-duong-vn.html,Shahrani,Exceptional,Best hotel in binh duong,Best hotel in binh duong,Best hotel in Binh Duong.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""hotel quality"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""location"",
      ""sentiment"": ""neutral""
    }
  ]
}
```"
2022-09-04,Becamex New City Hotel,Google,Vietnamese,100,https://search.google.com/local/reviews?placeid=ChIJLxYO0NbPdDERH1Md329lwRo&authuser=0&hl=en,Việt Hà Hoàng,,Tiệc cưới không gian sang trọng,Luxurious wedding venue,A wedding reception in a luxurious setting.,Positive,"```json
{
  ""aspects"": [
    {
      ""aspect"": ""wedding reception"",
      ""sentiment"": ""positive""
    },
    {
      ""aspect"": ""luxurious setting"",
      ""sentiment"": ""positive""
    }
  ]
}
```"
